"Experiment","Run","Correlation","MAE","RMSE","Time","FirstFeature","SecondFeature","ThirdFeature","FourthFeature","FifthFeature"
"P3",11,0.889458535110454,2.87719085105003,4.60484449487199,662.07,"x11","x13","x8","x6","x10"
"P3",12,0.865916648197912,3.1838680033829,5.04888380111559,571.112000000001,"x1","x10","x11","x6","troot(exp_dbl(x13)*(x1*x9))"
"P3",13,0.875506351588705,3.01710591285603,4.87764195642452,569.264999999999,"x11","x1","x9","x8","x12"
"P3",14,0.834124526047033,3.48191080217079,6.15419342029623,651.221000000005,"x1","x11","x10","x6*x6","x12"
"P3",15,0.84518220626379,3.26279041138721,6.18438999724329,550.277999999998,"x9","x8","x11","x10","p3(x6)"
"P3",16,0.874362783508871,3.02716935209835,5.03734824252951,496.924000000006,"x9","x1","x11","x8","x12"
"P3",17,0.724228033242687,4.2116060346573,10.9207289281106,512.686000000002,"x3","x1","x11","x8","x12"
"P3",18,0.807002079715165,3.75757431228624,7.13763412943559,480.481,"x11","x12","x5","x1","x8"
"P3",19,0.859511741968741,3.15329095511834,5.37980285711317,385.949999999997,"x10","x6","x11","x9","x10*x6"
"P3",20,0.88556324670601,3.06877427772623,4.69710923289134,468.294000000002,"x1","x5","x13","x11","x8"
"P3",21,0.854919974784703,3.17350527948421,5.52362576414167,518.631999999998,"x5","x10","x11","x1","p3(x6)"
"P3",22,0.89487837833508,2.85542674664852,4.4960939148579,442.609999999993,"x9","x1","x11","x10","x13"
"P3",23,0.818677646722677,3.71515734037298,7.04660051740039,484.203000000001,"x6","x12","x10","x5","x1"
"P3",24,0.87496893078658,3.12614536165671,5.15625950254659,480.188999999998,"x11","x8","x6","x6*x10","x10"
"P3",25,0.881689029688587,2.9519237375321,4.7644488851122,516.214999999997,"x11","x9","x8","x1","sigmoid(troot(x13))*x10"
"P3",26,0.894885638899072,2.85070481887945,4.49601864755921,491.402999999998,"x6","x13","x12","x8","x11"
"P3",27,0.882196635809375,3.11717110099968,4.75051160239239,444.228000000003,"x9","x6","x1","x8","x9*x6"
"P3",28,0.811949731888657,3.68994070927043,7.05039423182956,589.751000000004,"x13","x11","x1","x9","x6*x9"
"P3",29,0.813681828651333,3.71180520536402,6.9936274117216,518.329000000005,"x1","x8","x13","x5*x11","sigmoid(x13)*x1"
"P3",30,0.770011437423266,3.75343675137154,9.12430010622778,484.178,"x9","x12","x13","x11","x6"
"P4",1,0.825256736752042,3.50531616404159,6.60668776552975,479.887000000002,"x10","x11","x1","x9","x8"
"P4",2,0.897477306319306,2.84533699290826,4.44648984843381,523.714,"x1","x6","x11","p3(x6)","x9*x13"
"P4",3,0.872472060546539,2.96565580572314,5.12853649770857,481.843999999997,"x6","x8","x1","x7","x9"
"P4",4,0.853264782692644,3.1448697958554,6.00450813272742,502.038999999997,"x10","x1","x12","x8","x7"
"P4",5,0.868724683114607,3.08033844788786,5.21897455577756,526.738000000005,"x1","x11","x9","x7","x8"
"P4",6,0.893450654134828,2.7677726647453,4.53046163413565,534.656999999999,"x10","x12","x6","x11","x8"
"P4",7,0.891258614400062,2.77558217636453,4.60067595994189,447.419000000002,"x1","x13","x8","x11","x9"
"P4",8,0.808728979708749,3.71605767562076,7.11787443584279,488.808000000005,"x1","x6","x10","x11","sigmoid(x13)*x1"
"P4",9,0.887485647113407,2.93354592391573,4.64361861832796,459.932000000001,"x1","x9","x6","x11","x10"
"P4",10,0.812520304698228,3.63403216505732,7.15076341123971,484.137000000002,"x10","x1","x12","x6","x1*sigmoid(x13)"
"P4",11,0.893064855184362,2.96064630038365,4.54480280728976,472.469999999994,"x9","x11","p3(x6)","p0(x13)*x9","p3(x6)*(x11*x9)"
"P4",12,0.817409498721242,3.59714354026549,6.91208874431551,509.398000000001,"x9","x10","x1","x11","x6*x10"
"P4",13,0.86419771288461,3.14815233589951,5.28323860698258,545.148000000001,"x12","x9","x6","x1","x10"
"P4",14,0.80889235304732,3.605373815847,7.49986013331286,516.821000000004,"x5","x8","x6","x11","x9"
"P4",15,0.880283123818201,3.1031990135631,4.88271313576564,452.295000000006,"x9","x6","x11","x10","x6*x10"
"P4",16,0.831824007816339,3.40059066767828,6.59980039705097,507.230000000003,"x6","x8","x9","x1","x10"
"P4",17,0.836010695565532,3.42746344524459,6.36000520023463,492.616999999998,"x8","x11","x10","x6","x9"
"P4",18,0.887791975335519,2.84977694543316,4.63515613712969,491.836000000003,"x8","x10","x6","x9","x10*x6"
"P4",19,0.859533177045856,3.19174513055455,5.43960940453686,497.305,"x12","x1","x11","x9","x8"
"P4",20,0.89486425850227,2.84841608645529,4.49640548229274,461.726000000002,"x12","x10","x8","x11","x6"
"P4",21,0.815588735427348,3.61686036568187,6.92789743993842,475.542999999998,"x13","x8","x9","x11","x1"
"P4",22,0.827273285390175,3.53302962423371,6.42450409511127,485.223999999995,"x9","x1","x10","x13","x5"
"P4",23,0.863826199762633,3.12314946628271,5.25202065489324,440.129000000001,"x1","x10","x11","x9","p3(x6)"
"P4",24,0.891931804746746,2.87821798215392,4.5553762119578,455.268000000004,"x1","x7","x10","x11","x9"
"P4",25,0.818239224913209,3.6335215822987,7.31935721229766,474.524000000005,"x1","x10","x12","x11","x6*x10"
"P4",26,0.860813571647825,3.14627916602349,5.36681364246412,459.781999999999,"x1","x11","x10","x10*x6","x12"
"P4",27,0.892211268947401,2.86189549431133,4.54997768199836,460.361999999994,"x8","x6","x13","x11","x10"
"P4",28,0.865348242659691,3.11684137503048,5.30126063967602,656.507000000005,"x10","x11","x1","x12","x8"
"P4",29,0.813878774863971,3.69416936280715,7.34571040756484,436.322999999997,"x10","x1","x9","x11","x10*x6"
"P4",30,0.900704346683287,2.62509910978892,4.37713608166022,421.080000000002,"x6","x1","x8","x9","x5"
"P5",1,0.878347777207815,3.11353843588852,4.8181140678094,393.678,"x1","x10","x11","x6","x9*x6"
"P5",2,0.875234651044822,3.11059592227103,4.93608556374662,354.329999999994,"x12","x8","x5","x1","x6"
"P5",3,0.888311318843217,3.0472565345005,4.63628471687798,364.902999999998,"x12","x9","x8","x6","x6*x9"
"P5",4,0.811244055342616,3.72385465944256,7.02492519854348,411.639000000003,"x8","x1","x11*x5","x6*x6","(x11*x6)*x5"
"P5",5,0.750769057149855,4.1251265063982,9.24902590748588,410.530999999995,"x11","x1","x6","x6*p0(x13)","troot(x6)*x11"
"P5",6,0.883307544602063,3.03843239601181,4.73295472697824,377.422000000006,"x8","x11","x9","x1","x5"
"P5",7,0.874006499656824,3.15559965349379,4.90969057630545,368.676999999996,"x9","x5","x11","x8","p3(x6)"
"P5",8,0.84071698734812,3.37151729205573,5.99334167262793,376.479999999996,"x1","x11","x12","x10","x13"
"P5",9,0.80571555480966,3.7854790322377,7.12784126098498,353.967000000004,"x11","x13","x12","x10","x1*x5"
"P5",10,0.848142716412791,3.33143007356704,5.58350323515964,384.241000000009,"x12","x8","x6","x10","x9"
"P5",11,0.845170217171635,3.37171117140079,5.70418418994488,391.463000000003,"x1","sigmoid(x13)*x9","p3(x6)","x9","x12"
"P5",12,0.84729026871812,3.34426034651753,5.65263713652911,346.683000000005,"x1","x9","x11*(x9*x6)","x6*x6","x9*sigmoid(x13)"
"P5",13,0.89574678051031,2.83347403322128,4.47806298055019,387.309000000008,"x13","x6","x10","x10*p0(x13)","x11"
"P5",14,0.837467711577097,3.40019842173255,6.19662085204045,463.540999999997,"x11","x1","x6","x8","x12"
"P5",15,0.867848257681539,3.09528040588619,5.21300101965582,350.436999999991,"x1","x11","x9","p3(x6)","x9*x6"
"P5",16,0.832318320544801,3.4651386661788,6.11797687883503,389.471999999994,"x11","x9","x6*x9","x11*(x1*exp_dbl(x13))","x1"
"P5",17,0.902436636374314,2.7047163837607,4.35711432573775,443.527000000002,"x8","x11","x1","x10","x9"
"P5",18,0.832838833078053,3.55120943680732,5.96414719706945,321.884000000005,"x13","x6","x12","x1","x11"
"P5",19,0.803443213758413,3.80662140171489,7.25642650063406,402.010999999999,"x1","x11","x6","x10","troot(x6)"
"P5",20,0.807540011094504,3.73591330006324,7.09946432301795,399.822,"x6","x1","x11","x5","x13"
"P5",21,0.828974917775051,3.59535597719675,6.76501627467853,374.549999999988,"x9","x1","x10","x13","x5"
"P5",22,0.847746193319034,3.23852973731822,5.94577596701326,426.903000000006,"x5","x8","x11","x1","x9"
"P5",23,0.884508633016537,2.96794515439324,4.70489918013903,440.959000000003,"x6","x1","x10","x8","x10*x13"
"P5",24,0.897901131578207,2.77035758440645,4.45264329837362,367.437000000005,"x11","x6","x5","x1","x9"
"P5",25,0.895737838707235,2.83862825927619,4.47914140378334,377.940000000002,"x11","x10","x6","x8","x1"
"P5",26,0.782629093014858,3.86366954566113,8.04147482082688,344.106,"x13","x1","x6","x11","x11*x6"
"P5",27,0.893397550337712,2.80028300966743,4.53198974932292,387.24500000001,"x10","x1","x9","x12","x11"
"P5",28,0.869486325676612,3.09138092784285,5.21519888312066,396.662000000011,"x11","x10","x12","x1","x9"
"P5",29,0.83924742310544,3.27259494176966,6.20829129632681,429.036000000007,"x1","x12","x7","x10","x8"
"P5",30,0.828264588589648,3.56064117559866,6.50882955663867,400.084999999992,"x13","x5","x1","x11","x8"
"P6",1,0.857388437078052,3.36463297925421,5.46747042259916,402.758000000002,"x11","x1","x8","x9","x9*x6"
"P6",2,0.830111247531309,3.539939326804,6.13813301868347,331.093999999997,"x13","x11","x6","x1","x10"
"P6",3,0.872359943426197,3.09290077537414,5.27281075601865,414.239000000001,"x6","x1","x8","x12","x13*x9"
"P6",4,0.805212481913373,3.75405844961129,7.65523764702285,392.315000000002,"x1","x11","x10","x8","x1*sigmoid(x13)"
"P6",5,0.889658732156693,2.99810459131741,4.60163686838706,430.98000000001,"x1","p3(x6)","x9","x8","(x5*x9)*p3(x6)"
"P6",6,0.849085880326215,3.27152197052291,5.47446199056913,380.663,"x1","x13","x6","x11","x9*(exp_dbl(x13)*x10)"
"P6",7,0.832131417846939,3.46836433661121,6.60393101591703,388.97099999999,"x9","x9*x6","p3(x6)","x9*x13","exp_dbl(x13)*x1"
"P6",8,0.815982683686352,3.66000412117935,6.81670352165835,366.865000000005,"x10","x8","x9","x1","x10*x6"
"P6",9,0.818157599665088,3.56362316433068,6.75305345673428,363.726999999999,"x13","x1","x8","x11","p3(x6)"
"P6",10,0.798312823378035,3.86187304219858,7.81999392492886,348.903999999995,"x8","x1","p3(x6)","x13","x6*x10"
"P6",11,0.841385944118723,3.2802458726935,6.33956991678376,377.757999999987,"x1","x11","p3(x6)","x9","x1*exp_dbl(x13)"
"P6",12,0.800164435538999,3.85282881173594,7.15737409828369,389.376999999993,"x13","x6","x1","x6*x11","troot(x6)"
"P6",13,0.894372201981807,2.86389129555688,4.50628181478257,376.758000000002,"x8","x6","x6*x10","p0(x13)*x10","x13"
"P6",14,0.874844706531307,3.10234366755859,4.93059659341868,387.110000000001,"x9","x10","x8","x6","x5"
"P6",15,0.873206923938609,3.12142067839756,5.12715441706918,346.411999999997,"x8","x9","x1","x12","x10"
"P6",16,0.892828281467446,2.82123112601122,4.53434595376966,336.175000000003,"x12","x11","x1","x8","x6"
"P6",17,0.816893759090768,3.60345218900968,6.91713265193711,371.611999999994,"x8","p3(x6)","x1","sigmoid(x13)*x1","x10"
"P6",18,0.887112707102281,2.86072073455836,4.65543841663037,433.751000000004,"x11","x1","x8","x10","x6*x6"
"P6",19,0.827945309252525,3.52081640160377,6.98406675583343,399.926000000007,"x8","x9","x11","x1","x9*x6"
"P6",20,0.890242989319468,2.89035171672458,4.59374184646578,348.46100000001,"x12","x9","x10","x5","x13"
"P6",21,0.831417251651715,3.45232972227135,6.53092990030532,404.198999999993,"x9","x11","x7","x6","x8"
"P6",22,0.810955977408281,3.74007477690641,7.45030797777042,379.274000000005,"x6","x11","x8","x1","x12"
"P6",23,0.893627370792946,2.75703963084231,4.52585581100407,379.330000000002,"x11","x8","x13","x5","x1"
"P6",24,0.822855207511864,3.54254331145702,6.71419918596826,420.907000000007,"x11","x10","x13","x1*exp_dbl(x13)","x6"
"P6",25,0.882307176604523,2.89268492537185,4.73872156676827,372.963000000003,"x8","x11","p3(x6)","exp_dbl(p0(x13))*x9","x9"
"P6",26,0.850562067052009,3.26879223594772,5.92236746566367,399.287000000011,"x9","x10","x6*x10","x11","x1"
"P6",27,0.780113218725931,3.84516977324976,8.5034390420935,425.118000000002,"x11","x10","x10*x6","x6*x6","sigmoid(x8*x13)"
"P6",28,0.653618065350454,5.29234732054884,18.277882053709,397.927000000011,"x8","x12","x1","x9","x6"
"P6",29,0.834459580490166,3.51906072352191,6.76108368734602,468.455000000002,"x11","x10","x9","x6","x1"
"P6",30,0.879687310286804,2.98173427661556,4.80217189501361,356.063000000009,"x12","x1","x11","x9","x8"
