"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S3",12,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0389893272394702,0.0613383651501642,-96.7669448270559,0.999872876445114,3,2228.82000000001,"troot(x4*x4)","x2*x4","x2",0.999998349378047,0.999998064273378,0.19328578125245
"S4",12,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.093067782724868,0.341644596900724,-99.5125191073179,0.996056237533853,3,2291.81400000001,"x4","troot(x4)*x4","x4*x10",1,0.999999974885352,0.999999959336326
"S5",12,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0375242220792797,0.0509213967723831,-96.7669448270559,0.99991238827092,2,2166.31599999999,"troot(x4*x4)","x4*x2",NA,1,0.956444796913464,NA
"S6",12,FALSE,FALSE,FALSE,FALSE,4,0.715723221996778,0.715723221996778,0.0955638290046428,0.344710218622578,-99.5125191073178,0.995985144199168,4,2202.57800000004,"x4","troot(x4)*x4","x4*x10",1,0.999999981510093,0.999976616460255
"S1",13,FALSE,FALSE,FALSE,FALSE,3,0.404503775670354,0.404503775670354,0.0388699737325111,0.0605431276433104,-96.7669448270559,0.999876151331635,3,2129.41800000001,"troot(x4*x4)","x2*x4","x10",0.999999999999244,0.97329635584634,0.175769518095629
"S2",13,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389595830734814,0.0601835774087026,-96.7669448270558,0.999877617975129,2,2318.24299999996,"troot(x4*x4)","x2*x4",NA,1,0.999999999557716,NA
"S3",13,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.0387084352292684,0.0589101879040246,-96.7669448270559,0.999882742008249,3,2436.66599999997,"troot(x4*x4)","x4*x2","x4",1,0.947042253419082,0.119040438885928
"S4",13,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389617436351387,0.0601858086617021,-96.7669448270558,0.99987760890055,2,2329.049,"troot(x4*x4)","x2*x4",NA,0.99999999992918,0.99999999992918,NA
"S5",13,TRUE,FALSE,FALSE,FALSE,1,0.996429648845025,0.992859297690051,0.0318971437854009,0.0329525388860418,-94.5244319535552,0.999963310702332,2,2439.10200000001,"troot(x4*(x6*x4))","x4",NA,0.999938994968653,0.100067471209274,NA
"S6",13,TRUE,FALSE,FALSE,FALSE,1,0.50221070672575,0.00442141345149907,0.0313976268245661,0.0347950166935565,-94.5244319535552,0.999959093178637,2,2140.609,"troot(x4*(x6*x4))","x10",NA,0.99987910305421,0.329359172500181,NA
"S1",14,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0388449623729803,0.0534589653775526,-96.7669448270558,0.999903438782143,3,2233.68400000001,"troot(x4*x4)","x2*x4","x2",0.999999999999283,0.952281665963133,0.205012314216767
"S2",14,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.043939453723158,0.0765987418777175,-94.3406692127019,0.999801753782956,2,2356.20500000002,"troot((x7*x4)*x4)","x4",NA,1,0.161604347324513,NA
"S3",14,FALSE,FALSE,FALSE,FALSE,5,0.211056751963777,0.211056751963777,0.0396402147073653,0.0621291819297861,-96.7669448270558,0.999869577384221,5,2142.09899999999,"troot(x4*x4)","x4*x2","x2",1,0.999999999997716,0.187943082702713
"S4",14,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0400736713560882,0.061755536858237,-96.7669448270559,0.999871141391008,3,2252.12300000002,"troot(x4*x4)","x2*x4","x2",0.999999999995976,0.976532406868808,0.18067089643969
"S5",14,FALSE,FALSE,FALSE,FALSE,3,0.404503775670354,0.404503775670354,0.0389503017581554,0.0614741531345935,-96.7669448270558,0.999872312981839,3,2220.679,"troot(x4*x4)","x4*x2","x10",1,1,0.187347174344929
"S6",14,FALSE,FALSE,FALSE,FALSE,3,0.284002128515961,0.284002128515961,0.038451404934442,0.0600004703482766,-96.7669448270558,0.999878361530908,3,2332.69099999999,"troot(x4*x4)","x4*x2","x3",1,1,0.106544491790714
"S1",15,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0320816518506497,0.0329964307357562,-94.5244319535552,0.999963212899027,1,2282.70900000003,"troot((x6*x4)*x4)",NA,NA,0.998106570993953,NA,NA
"S2",15,FALSE,FALSE,FALSE,TRUE,1,0.502210167435913,0.00442141345149907,0.0453785676535429,0.0796046583076633,-94.3406692127019,0.9997858891868,2,2259.783,"troot(x4*(x4*x7))","x10",NA,0.999999999999976,0.218518366177413,NA
"S3",15,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0321162985974107,0.032994134579374,-94.5244319535552,0.999963218018732,1,2087.24300000002,"troot(x4*(x6*x4))",NA,NA,0.999999884977419,NA,NA
"S4",15,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0324460955414666,0.0335213223218142,-94.5244319535552,0.999962033206529,1,2283.842,"troot((x6*x4)*x4)",NA,NA,1,NA,NA
"S5",15,FALSE,FALSE,FALSE,FALSE,2,0.686399262445923,0.686399262445923,0.0714617483072113,0.25237813923553,-99.877214903911,0.997847886836499,2,2232.22499999998,"x4*x3","troot(x4*x4)",NA,0.999999999236071,0.999999064296361,NA
"S6",15,FALSE,FALSE,FALSE,FALSE,3,0.788552607527299,0.788552607527299,0.0693932433772151,0.242862535435265,-99.877214903911,0.998007112949577,3,2172.13500000001,"troot(x4*x4)","x4*x3","x4",0.999999999910846,0.999994336164253,0.155549394687835
"S1",16,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0387671694018285,0.0602280675665034,-96.7669448270558,0.99987743696867,2,2384.04300000001,"troot(x4*x4)","x4*x2",NA,0.999926613506204,0.996629202902581,NA
"S2",16,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0438560413811603,0.0770026649397071,-94.3406692127019,0.999799657473086,2,2249.09499999997,"troot(x4*(x7*x4))","x4",NA,0.999999999957003,0.161560087723786,NA
"S3",16,TRUE,FALSE,FALSE,FALSE,1,0.462258623933997,-0.075482752132005,0.0315233282730152,0.0330298511378481,-94.5244319535552,0.999963138341731,2,2275.48199999996,"troot(x4*(x4*x6))","x6",NA,0.999995191575538,0.12163941537068,NA
"S4",16,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0437203553445638,0.0767448276466842,-94.3406692127019,0.999800996888864,2,2159.45600000001,"troot((x4*x7)*x4)","x4",NA,1,0.150853268055344,NA
"S5",16,FALSE,TRUE,FALSE,FALSE,4,0.654589422465345,0.568236866217511,0.0350522794392787,0.0409300480205046,-101.881380727833,0.999943396127478,5,2173.83600000001,"troot(x4*(x9*x4))","x4*x3","x4",1,0.674535830729349,0.266457656692588
"S6",16,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0322851233307379,0.0332355905864034,-94.5244319535552,0.999962677696791,1,2219.21000000002,"troot(x4*(x4*x6))",NA,NA,1,NA,NA
"S1",17,FALSE,FALSE,FALSE,FALSE,5,0.57441356626177,0.57441356626177,0.0354185602867873,0.052722636374499,-100.717970320674,0.999906080478002,5,2183.99099999998,"troot(x4*x4)","x4","x8*x4",1,0.758772556816588,0.554119944442474
"S2",17,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.044225658927395,0.0769235900433755,-94.3406692127019,0.99980006872977,2,2394.73700000002,"troot(x4*(x7*x4))","x4",NA,0.999999999999989,0.147994412629551,NA
"S3",17,FALSE,FALSE,FALSE,FALSE,5,0.577080888052594,0.577080888052594,0.0947634772549843,0.341050349331289,-99.5125191073178,0.996069944954419,5,2397.59999999998,"x4","troot(x4)*x4","x10*x4",1,1,0.999987379906332
"S4",17,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389789888771088,0.0602391125351628,-96.7669448270558,0.999877392011924,2,2206.56400000001,"troot(x4*x4)","x2*x4",NA,1,0.990937853179228,NA
"S5",17,FALSE,FALSE,FALSE,FALSE,2,0.462258612015947,0.462258612015947,0.0476680325673932,0.104026954200005,-99.6923314232741,0.99963436025125,2,2163.01500000001,"sigmoid(x6)*troot(x4*x4)","x6",NA,1,0.16340819994881,NA
"S6",17,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0438499021504139,0.076994242974397,-94.3406692127019,0.99979970129457,2,2298.08400000003,"troot((x4*x7)*x4)","x4",NA,1,0.161430025840854,NA
