"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P1",12,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.0364306790590482,-96.7669448270558,0.999930407794948,3,NA,"troot(x4*x4)","x2*x4","x4",0.999999999994264,0.897011807008174,0.114650347108178
"P2",12,FALSE,FALSE,FALSE,TRUE,4,0.625293076107587,0.531616614779402,0.0413907389597558,-94.3406692127019,0.999822589205336,5,NA,"troot(x4*(x7*x4))","troot(x4*x4)","x4*x2",0.848593439157817,0.151139902427087,0.149359182803649
"P3",12,FALSE,FALSE,FALSE,FALSE,3,0.377869053809186,0.377869053809186,0.0362092825822228,-101.896843541979,0.99989414833701,3,NA,"troot(x4)*troot(x4)","x2*x4","x6",0.999093005096799,0.978531974341458,0.227141541113117
"P4",12,TRUE,FALSE,FALSE,FALSE,2,0.276981452303876,-0.0845278215441859,0.0321710680379342,-94.5244319535552,0.999945606606295,3,NA,"troot((x4*x6)*x4)","x2","x6",0.902357402597751,0.341083966081353,0.133850100367479
"P5",12,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0374909879462639,-96.7669448270558,0.999911376630329,2,NA,"troot(x4*x4)","x2*x4",NA,0.998408152134623,0.951870554864858,NA
"P6",12,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.038330453736902,-96.7669448270558,0.999891913666098,2,NA,"troot(x4*x4)","x4*x2",NA,0.999975066349588,0.975474170843983,NA
"P1",13,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0383164949292256,-96.7669448270558,0.999909708932184,3,NA,"troot(x4*x4)","x4*x2","x2",0.999842083553948,0.918314110207525,0.16318482188618
"P2",13,FALSE,FALSE,FALSE,TRUE,2,0.665759877520625,0.498640355570775,0.0444053018623165,-94.3406692127019,0.999792000919508,3,NA,"troot(x4*(x4*x7))","x10","x4",0.998196254033362,0.14689866638909,0.11828453497636
"P3",13,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.0331226615204941,-96.7669448270558,0.999955757325149,3,NA,"troot(x4*x4)","x4*x2","x4",0.940807797142939,0.877696444564821,0.1587724849834
"P4",13,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0312000289580238,-94.5244319535552,0.999966989250935,1,NA,"troot(x4*(x6*x4))",NA,NA,0.904002751414705,NA,NA
